A 0.003000 0.000000
A 0.410000 0.011000
A 0.814000 0.030000
A 1.229000 0.035000
A 1.643000 0.026000
A 2.065000 0.016000
A 2.481000 0.004000
A 2.882000 0.001000
A 3.283000 0.011000
A 3.705000 0.020000
A 4.124000 0.021000
A 4.549000 0.021000
A 4.954000 0.021000
A 5.373000 0.013000
A 5.772000 -0.033000
A 6.039000 -0.118000
A 6.340000 -0.282000
A 6.671000 -0.537000
A 6.954000 -0.833000
A 7.193000 -1.162000
A 7.422000 -1.515000
A 7.603000 -1.877000
A 7.748000 -2.272000
A 7.849000 -2.665000
A 7.916000 -3.080000
A 7.965000 -3.488000
A 8.004000 -3.898000
A 8.032000 -4.299000
A 8.057000 -4.709000
A 8.082000 -5.123000
A 8.092000 -5.540000
A 8.089000 -5.958000
A 8.069000 -6.359000
A 8.037000 -6.768000
A 8.010000 -7.182000
A 7.979000 -7.595000
A 7.943000 -8.015000
A 7.915000 -8.436000
A 7.893000 -8.840000
A 7.880000 -9.249000
A 7.893000 -9.665000
A 7.924000 -10.075000
A 7.944000 -10.500000
A 7.957000 -10.927000
A 7.961000 -11.330000
A 7.922000 -11.732000
A 7.832000 -12.126000
A 7.725000 -12.520000
A 7.588000 -12.922000
A 7.418000 -13.312000
A 7.226000 -13.674000
A 7.064000 -13.900000
A 6.868000 -14.084000
A 6.542000 -14.293000
A 6.171000 -14.460000
A 5.762000 -14.570000
A 5.359000 -14.638000
A 4.951000 -14.708000
A 4.546000 -14.762000
A 4.138000 -14.807000
A 3.729000 -14.838000
A 3.318000 -14.856000
A 2.905000 -14.866000
A 2.487000 -14.872000
A 2.072000 -14.877000
A 1.659000 -14.886000
A 1.245000 -14.909000
A 0.832000 -14.935000
A 0.415000 -14.982000
A 0.005000 -15.010000
A -0.395000 -15.013000
A -0.805000 -15.000000
A -1.205000 -14.972000
A -1.621000 -14.959000
A -2.037000 -14.968000
A -2.452000 -14.973000
A -2.864000 -14.965000
A -3.278000 -14.943000
A -3.691000 -14.930000
A -4.106000 -14.916000
A -4.512000 -14.890000
A -4.925000 -14.866000
A -5.344000 -14.824000
A -5.758000 -14.793000
A -6.172000 -14.809000
A -6.588000 -14.819000
A -7.000000 -14.808000
A -7.415000 -14.796000
A -7.834000 -14.798000
A -8.249000 -14.807000
A -8.651000 -14.813000
A -9.065000 -14.819000
A -9.480000 -14.830000
A -9.904000 -14.826000
A -10.311000 -14.814000
A -10.736000 -14.801000
A -11.163000 -14.790000
A -11.579000 -14.796000
A -11.981000 -14.841000
A -12.385000 -14.919000
A -12.778000 -15.007000
A -13.191000 -15.104000
A -13.583000 -15.185000
A -13.989000 -15.225000
A -14.400000 -15.242000
A -14.803000 -15.283000
A -15.054000 -15.349000
A -15.196000 -15.416000
A -15.293000 -15.490000
A -15.373000 -15.577000
A -15.443000 -15.693000
A -15.503000 -15.849000
A -15.536000 -16.021000
A -15.537000 -16.308000
A -15.475000 -16.721000
A -15.384000 -17.126000
A -15.286000 -17.520000
A -15.196000 -17.917000
A -15.113000 -18.323000
A -15.039000 -18.751000
A -14.976000 -19.162000
A -14.918000 -19.571000
A -14.864000 -19.988000
A -14.848000 -20.390000
A -14.852000 -20.811000
A -14.868000 -21.238000
A -14.893000 -21.655000
A -14.943000 -22.063000
A -15.007000 -22.471000
A -15.076000 -22.868000
A -15.159000 -23.278000
A -15.246000 -23.672000
A -15.355000 -24.072000
A -15.491000 -24.470000
A -15.627000 -24.869000
A -15.732000 -25.264000
A -15.777000 -25.668000
A -15.755000 -26.072000
A -15.689000 -26.494000
A -15.620000 -26.890000
A -15.553000 -27.290000
A -15.486000 -27.689000
A -15.421000 -28.085000
A -15.350000 -28.484000
A -15.275000 -28.890000
A -15.186000 -29.290000
A -15.103000 -29.699000
A -15.040000 -30.102000
A -14.972000 -30.505000
A -14.906000 -30.911000
A -14.850000 -31.320000
A -14.803000 -31.732000
A -14.777000 -32.139000
A -14.758000 -32.539000
A -14.752000 -32.940000
A -14.755000 -33.347000
A -14.772000 -33.751000
A -14.816000 -34.173000
A -14.855000 -34.582000
A -14.898000 -35.005000
A -14.964000 -35.423000
A -15.017000 -35.830000
A -15.060000 -36.246000
A -15.101000 -36.647000
A -15.160000 -37.056000
A -15.261000 -37.381000
A -15.434000 -37.757000
A -15.637000 -38.104000
A -15.873000 -38.452000
A -16.120000 -38.790000
A -16.370000 -39.135000
A -16.613000 -39.455000
A -16.858000 -39.786000
A -17.106000 -40.122000
